surface_id,visual_paragraph_index,kind,source_target_ids,ranges,inter_record_joins,boundary_before,boundary_origin,visible_normalized_text,canonical_reconstructed_text_sha256
HOUR_17_MEDITATION,4,native_block,PASSION24.HOUR.17.P005,"[{""para_id"":""PASSION24.HOUR.17.P005"",""start"":0,""end"":179,""text"":""Mais Toi, à bout de forces, Tu tombes de nouveau dans ton Sang. Les bourreaux, irrités, à coups de pied et en Te poussant Te font parvenir au lieu où ils Te couronneront d’épines.""}]",False,False,NATIVE_BLOCK_START,"Mais Toi, à bout de forces, Tu tombes de nouveau dans ton Sang. Les bourreaux, irrités, à coups de pied et en Te poussant Te font parvenir au lieu où ils Te couronneront d’épines.",7f8f2b0b56851e51b086384b7507723b5481d13cbbc1d836797f09a437d74084
HOUR_17_MEDITATION,5,native_block,PASSION24.HOUR.17.P006,"[{""para_id"":""PASSION24.HOUR.17.P006"",""start"":0,""end"":27,""text"":""Jésus est couronné d’épines""}]",False,False,NATIVE_BLOCK_START,Jésus est couronné d’épines,7820ecb670b89ad00359a47ebd18c58f3c5935d108546931f9f79eb5f1f920d6
HOUR_17_MEDITATION,6,native_block,PASSION24.HOUR.17.P007,"[{""para_id"":""PASSION24.HOUR.17.P007"",""start"":0,""end"":208,""text"":""Mon Amour, si Tu ne me soutiens pas de ton Regard, je ne pourrai pas continuer à Te voir ainsi torturé. Je sens des frissons dans mes os. J’ai le cœur qui bat. Je me sens mourir : « Jésus, Jésus, aide-moi ! »""}]",False,False,NATIVE_BLOCK_START,"Mon Amour, si Tu ne me soutiens pas de ton Regard, je ne pourrai pas continuer à Te voir ainsi torturé. Je sens des frissons dans mes os. J’ai le cœur qui bat. Je me sens mourir : « Jésus, Jésus, aide-moi ! »",aea53d626c0626311a6af7b501a4ee85328b46dac308499e2ced54efa97f87fe
HOUR_17_MEDITATION,7,native_block,PASSION24.HOUR.17.P008,"[{""para_id"":""PASSION24.HOUR.17.P008"",""start"":0,""end"":28,""text"":""Et Toi, Tu sembles me dire :""}]",False,False,NATIVE_BLOCK_START,"Et Toi, Tu sembles me dire :",3578f6776f7a8707cb808cf3014dcfafb56d008d1f0fa40460cf69c9fffbc79f
HOUR_17_MEDITATION,8,native_block,PASSION24.HOUR.17.P009,"[{""para_id"":""PASSION24.HOUR.17.P009"",""start"":0,""end"":94,""text"":""« Mon enfant, courage, ne perds rien de ce que Je souffre, sois attentive à mes Enseignements.""}]",False,False,NATIVE_BLOCK_START,"« Mon enfant, courage, ne perds rien de ce que Je souffre, sois attentive à mes Enseignements.",5ebf33e0b41ded9cfb5384e6164f51a72ccc869778c5e35a44baeff25ecdd02f
HOUR_17_MEDITATION,9,native_block,PASSION24.HOUR.17.P010,"[{""para_id"":""PASSION24.HOUR.17.P010"",""start"":0,""end"":235,""text"":""Je dois refaire l’homme en toutes choses. Ses fautes l’ont couronné d’opprobres et de confusion, si bien qu’il ne peut paraître devant ma Majesté. Ses fautes l’ont déshonoré en lui faisant perdre tout droit aux honneurs et à la gloire.""}]",False,False,NATIVE_BLOCK_START,"Je dois refaire l’homme en toutes choses. Ses fautes l’ont couronné d’opprobres et de confusion, si bien qu’il ne peut paraître devant ma Majesté. Ses fautes l’ont déshonoré en lui faisant perdre tout droit aux honneurs et à la gloire.",48de34ac1db3dc5983f33705bc54c8030b284bb8494a846548053941f745080a
HOUR_17_MEDITATION,10,native_block,PASSION24.HOUR.17.P011,"[{""para_id"":""PASSION24.HOUR.17.P011"",""start"":0,""end"":146,""text"":""Par conséquent, Je veux être couronné d’épines pour remettre sa couronne sur son front et lui restituer tous ses droits, son honneur et sa gloire.""}]",False,False,NATIVE_BLOCK_START,"Par conséquent, Je veux être couronné d’épines pour remettre sa couronne sur son front et lui restituer tous ses droits, son honneur et sa gloire.",1f61dbb8c0a47563e58a0ceaf04edc8f59659e1b620e899f212e2003e5121f0d
HOUR_17_MEDITATION,11,native_block,PASSION24.HOUR.17.P012,"[{""para_id"":""PASSION24.HOUR.17.P012"",""start"":0,""end"":130,""text"":""Mes épines seront devant mon Père réparations et disculpation pour ses nombreux péchés dans ses pensées, surtout pour son orgueil.""}]",False,False,NATIVE_BLOCK_START,"Mes épines seront devant mon Père réparations et disculpation pour ses nombreux péchés dans ses pensées, surtout pour son orgueil.",7b26648708ad9dae51fcd67e3dfee854b2bbdd95ec3ecb6f3f59f415fce8d892
HOUR_17_MEDITATION,12,native_block,PASSION24.HOUR.17.P013,"[{""para_id"":""PASSION24.HOUR.17.P013"",""start"":0,""end"":132,""text"":""Mes épines seront des Sources de Lumière pour chaque intelligence créée, des Voix de supplication pour qu’elles ne M’offensent plus.""}]",False,False,NATIVE_BLOCK_START,"Mes épines seront des Sources de Lumière pour chaque intelligence créée, des Voix de supplication pour qu’elles ne M’offensent plus.",27f199ae47f2c526a9db49fd2722cbe6105fb3fb65730f2fa5e7e7555fca9073
HOUR_17_MEDITATION,13,native_block,PASSION24.HOUR.17.P014,"[{""para_id"":""PASSION24.HOUR.17.P014"",""start"":0,""end"":47,""text"":""Toi, unis-toi à Moi, prie et répare avec Moi. »""}]",False,False,NATIVE_BLOCK_START,"Toi, unis-toi à Moi, prie et répare avec Moi. »",e09ad269321dee88d2c7e5b35a05fc0b57ad152dac9087e4d329f256cd7de822
HOUR_17_MEDITATION,14,native_block,PASSION24.HOUR.17.P014,"[{""para_id"":""PASSION24.HOUR.17.P014"",""start"":47,""end"":344,""text"":"" Poursuivant dans leurs cruautés, tes ennemis Te font asseoir, déposent sur Toi une guenille de pourpre, prennent une couronne d’épines qu’ils viennent de fabriquer, et avec une furie infernale, la placent sur ta Tête adorable. Puis, à coups de bâton, ils Te font pénétrer les épines dans la Tête.""}]",False,True,V101101_SPEECH_END,"Poursuivant dans leurs cruautés, tes ennemis Te font asseoir, déposent sur Toi une guenille de pourpre, prennent une couronne d’épines qu’ils viennent de fabriquer, et avec une furie infernale, la placent sur ta Tête adorable. Puis, à coups de bâton, ils Te font pénétrer les épines dans la Tête.",dbd29d2b0bc592e52d173ab065eafcabb8de8124ff7ed8d8022ddd938add8e6f
HOUR_17_MEDITATION,15,native_block,PASSION24.HOUR.17.P015,"[{""para_id"":""PASSION24.HOUR.17.P015"",""start"":0,""end"":98,""text"":""Les épines parviennent à tes Yeux et à tes Oreilles, pénètrent ton Crâne jusque derrière ta Nuque.""}]",False,False,NATIVE_BLOCK_START,"Les épines parviennent à tes Yeux et à tes Oreilles, pénètrent ton Crâne jusque derrière ta Nuque.",274cd20f4c17806a83d356829bc5c885916ed18fc1f7e14c9b3c3594b9217dec
HOUR_17_MEDITATION,16,native_block,PASSION24.HOUR.17.P016,"[{""para_id"":""PASSION24.HOUR.17.P016"",""start"":0,""end"":163,""text"":""Mon Amour, quel Supplice, quelles Souffrances incommensurables ! Combien de Morts cruelles ne subis-Tu pas ! Le Sang coule sur ton Visage : on ne voit que du Sang.""}]",False,False,NATIVE_BLOCK_START,"Mon Amour, quel Supplice, quelles Souffrances incommensurables ! Combien de Morts cruelles ne subis-Tu pas ! Le Sang coule sur ton Visage : on ne voit que du Sang.",872753f8e3a4f3fd5fbae7fbd36f18b576a87be87abd625ebeae5b265f7afb78
HOUR_17_MEDITATION,17,native_block,PASSION24.HOUR.17.P017,"[{""para_id"":""PASSION24.HOUR.17.P017"",""start"":0,""end"":110,""text"":""Mais sous ces épines et ce Sang, on voit ton Visage infiniment saint rayonnant la Douceur, la Paix et l’Amour.""}]",False,False,NATIVE_BLOCK_START,"Mais sous ces épines et ce Sang, on voit ton Visage infiniment saint rayonnant la Douceur, la Paix et l’Amour.",7ebda7e8bf12fa953a9f9402d8584a2579587cda7eace5074c1d254bfd09446d
HOUR_17_MEDITATION,18,native_block,PASSION24.HOUR.17.P018,"[{""para_id"":""PASSION24.HOUR.17.P018"",""start"":0,""end"":129,""text"":""Poursuivant avec leurs moqueries, tes bourreaux Te mettent un roseau à la Main en guise de sceptre et commencent leurs sarcasmes.""}]",False,False,NATIVE_BLOCK_START,"Poursuivant avec leurs moqueries, tes bourreaux Te mettent un roseau à la Main en guise de sceptre et commencent leurs sarcasmes.",159b741899e627f75686abe11c712ad1ebfe101b4d0e4ddbf0dc4a06c22781da
HOUR_17_MEDITATION,19,native_block,PASSION24.HOUR.17.P019,"[{""para_id"":""PASSION24.HOUR.17.P019"",""start"":0,""end"":70,""text"":""Ils Te saluent comme Roi des Juifs, battent ta couronne et Te giflent.""}]",False,False,NATIVE_BLOCK_START,"Ils Te saluent comme Roi des Juifs, battent ta couronne et Te giflent.",b164093365552ff1f4a3cd406803fb6a8dad497ac1c70b3a3871bf039ebf7c95
HOUR_17_MEDITATION,20,native_block,PASSION24.HOUR.17.P020,"[{""para_id"":""PASSION24.HOUR.17.P020"",""start"":0,""end"":238,""text"":""Et Toi, Tu Te tais et répares les ambitions de ceux qui aspirent à régner, qui recherchent les dignités, qui, se trouvant en autorité et ne se comportant pas bien, causent la ruine des peuples et des âmes sur lesquelles ils ont autorité !""}]",False,False,NATIVE_BLOCK_START,"Et Toi, Tu Te tais et répares les ambitions de ceux qui aspirent à régner, qui recherchent les dignités, qui, se trouvant en autorité et ne se comportant pas bien, causent la ruine des peuples et des âmes sur lesquelles ils ont autorité !",6895b48a07745dc3fbf321a79700333daca4214267769a677bf61b5d2eef21bf
HOUR_17_MEDITATION,21,native_block,PASSION24.HOUR.17.P021,"[{""para_id"":""PASSION24.HOUR.17.P021"",""start"":0,""end"":191,""text"":""Au moyen de ce roseau que Tu tiens dans ta Main, doux Jésus, Tu répares beaucoup d’œuvres, peut-être bonnes en soi, mais vides d’esprit intérieur et faites même dans des intentions mauvaises.""}]",False,False,NATIVE_BLOCK_START,"Au moyen de ce roseau que Tu tiens dans ta Main, doux Jésus, Tu répares beaucoup d’œuvres, peut-être bonnes en soi, mais vides d’esprit intérieur et faites même dans des intentions mauvaises.",21eb4b3ea152c015aed8891583f8c84f40a93ba630bf55bbaa718ce17248b9b1
HOUR_17_MEDITATION,22,native_block,PASSION24.HOUR.17.P022,"[{""para_id"":""PASSION24.HOUR.17.P022"",""start"":0,""end"":118,""text"":""Par les insultes et les moqueries que Tu subis, Tu répares pour ceux qui profanent et ridiculisent les choses saintes.""}]",False,False,NATIVE_BLOCK_START,"Par les insultes et les moqueries que Tu subis, Tu répares pour ceux qui profanent et ridiculisent les choses saintes.",7c8f69defbe9ed082b2e7f1b67fc3127792b24cb025f69f70ea22b49043c7650
HOUR_17_MEDITATION,23,native_block,PASSION24.HOUR.17.P023,"[{""para_id"":""PASSION24.HOUR.17.P023"",""start"":0,""end"":193,""text"":""Mon Roi Jésus, tes ennemis continuent leurs insultes. Il y a tellement de Sang qui coule de ta Tête qu’il en parvient jusque dans ta Bouche, T’empêchant de me faire entendre clairement ta Voix.""}]",False,False,NATIVE_BLOCK_START,"Mon Roi Jésus, tes ennemis continuent leurs insultes. Il y a tellement de Sang qui coule de ta Tête qu’il en parvient jusque dans ta Bouche, T’empêchant de me faire entendre clairement ta Voix.",85d3db162eb040714736ecfc1b8bfdb287137e85a6197bd70d4f57eaef1c4851
HOUR_17_MEDITATION,24,native_block,PASSION24.HOUR.17.P024,"[{""para_id"":""PASSION24.HOUR.17.P024"",""start"":0,""end"":295,""text"":""Jésus, je veux mettre ma tête sous ces épines, afin de ressentir leurs piqûres. Jésus, comme il est bon d’être avec Toi, même au milieu de mille tourments ! Et Tu sembles me dire : « Mon enfant, ces épines disent que Je veux être Roi de chaque cœur, que c’est à Moi que revient toute domination.""}]",False,False,NATIVE_BLOCK_START,"Jésus, je veux mettre ma tête sous ces épines, afin de ressentir leurs piqûres. Jésus, comme il est bon d’être avec Toi, même au milieu de mille tourments ! Et Tu sembles me dire : « Mon enfant, ces épines disent que Je veux être Roi de chaque cœur, que c’est à Moi que revient toute domination.",01aa9351eae0ad813eeccd681b9adb2fa280e43a3da2532a0c113d2a185f08d4
HOUR_17_MEDITATION,25,native_block,PASSION24.HOUR.17.P025,"[{""para_id"":""PASSION24.HOUR.17.P025"",""start"":0,""end"":44,""text"":""Toi, prends ces épines et pique-toi le Cœur.""}]",False,False,NATIVE_BLOCK_START,"Toi, prends ces épines et pique-toi le Cœur.",c03acaa6e386eabed6c837f6942be1a81b2e84b569c701cb2711592275c7169d
HOUR_17_MEDITATION,26,native_block,PASSION24.HOUR.17.P026,"[{""para_id"":""PASSION24.HOUR.17.P026"",""start"":0,""end"":163,""text"":""Fais-en sortir tout ce qui ne M’appartient pas. Laisse une épine dans ton cœur comme rappel que c’est Moi ton Roi, pour empêcher que quelque chose d’autre y entre.""}]",False,False,NATIVE_BLOCK_START,"Fais-en sortir tout ce qui ne M’appartient pas. Laisse une épine dans ton cœur comme rappel que c’est Moi ton Roi, pour empêcher que quelque chose d’autre y entre.",24901328449d6e1767f32678110e70e1bf3db9d8ca384b09166a0cf7f6bbb0ae
HOUR_17_MEDITATION,27,native_block,PASSION24.HOUR.17.P027,"[{""para_id"":""PASSION24.HOUR.17.P027"",""start"":0,""end"":155,""text"":""Va chez tous les cœurs et, en les piquant, fais-en sortir toutes les fumées d’orgueil et la pourriture qu’ils contiennent, et constitue-Moi Roi de tous. » ""}]",False,False,NATIVE_BLOCK_START,"Va chez tous les cœurs et, en les piquant, fais-en sortir toutes les fumées d’orgueil et la pourriture qu’ils contiennent, et constitue-Moi Roi de tous. »",80f2163348140585ccf3ecfd882a2e80c9407361a3380634659c36779d0b79b9
HOUR_17_MEDITATION,28,native_block,PASSION24.HOUR.17.P027,"[{""para_id"":""PASSION24.HOUR.17.P027"",""start"":155,""end"":448,""text"":""Mon Amour, je Te prie de me piquer les oreilles de tes épines, afin qu’elles puissent n’entendre que ta Voix, mes yeux pour qu’ils ne regardent que Toi, ma bouche pour que ma langue reste muette par rapport à tout ce qui pourrait T’offenser et libre pour Te louer et Te bénir en toutes choses.""}]",False,True,V101101_SPEECH_END,"Mon Amour, je Te prie de me piquer les oreilles de tes épines, afin qu’elles puissent n’entendre que ta Voix, mes yeux pour qu’ils ne regardent que Toi, ma bouche pour que ma langue reste muette par rapport à tout ce qui pourrait T’offenser et libre pour Te louer et Te bénir en toutes choses.",38d5dec2bd67871a44f6f90e4018bd6684f3e12a0750db982433507a11653b0d
HOUR_17_MEDITATION,29,native_block,PASSION24.HOUR.17.P028,"[{""para_id"":""PASSION24.HOUR.17.P028"",""start"":0,""end"":216,""text"":""Mon Roi, entoure-moi d’épines, et que ces épines me gardent toute attentive à Toi. Jésus, je vois que tes ennemis Te conduisent à Pilate, qui va Te condamner à mort ! Je veux essuyer ton Sang et lui donner un baiser.""}]",False,False,NATIVE_BLOCK_START,"Mon Roi, entoure-moi d’épines, et que ces épines me gardent toute attentive à Toi. Jésus, je vois que tes ennemis Te conduisent à Pilate, qui va Te condamner à mort ! Je veux essuyer ton Sang et lui donner un baiser.",e142b9096961cfb44a562c40d887e35d954ffc4bdf3fd5a814e2927f0c75a512
HOUR_17_MEDITATION,30,native_block,PASSION24.HOUR.17.P029,"[{""para_id"":""PASSION24.HOUR.17.P029"",""start"":0,""end"":75,""text"":""Mon Amour, aide-moi à continuer de T’accompagner sur ton Chemin Douloureux.""}]",False,False,NATIVE_BLOCK_START,"Mon Amour, aide-moi à continuer de T’accompagner sur ton Chemin Douloureux.",b543fb98ba1a4243c01147bad36ce46ec5f88b69fcca919e42a73a7f0ec81748
HOUR_17_MEDITATION,31,native_block,PASSION24.HOUR.17.P030,"[{""para_id"":""PASSION24.HOUR.17.P030"",""start"":0,""end"":36,""text"":""Jésus est de nouveau envoyé à Pilate""}]",False,False,NATIVE_BLOCK_START,Jésus est de nouveau envoyé à Pilate,d92540a8be958a2caed9a6a0e010ff6457f3700746ccac831ca42bc99c991370
HOUR_17_MEDITATION,32,native_block,PASSION24.HOUR.17.P031,"[{""para_id"":""PASSION24.HOUR.17.P031"",""start"":0,""end"":247,""text"":""Mon Jésus couronné, mon cœur, qui a été blessé par ton Amour et transpercé par tes épines, ne peut vivre sans Toi. Te voilà maintenant devant Pilate. Quel spectacle émouvant ! Les Cieux sont saisis d’horreur et l’enfer tremble de peur et de rage !""}]",False,False,NATIVE_BLOCK_START,"Mon Jésus couronné, mon cœur, qui a été blessé par ton Amour et transpercé par tes épines, ne peut vivre sans Toi. Te voilà maintenant devant Pilate. Quel spectacle émouvant ! Les Cieux sont saisis d’horreur et l’enfer tremble de peur et de rage !",35b6eba3e7fce8d1c27581e785ad26a1d49d5e9556d5c0f2e28afec2096d187b
HOUR_17_MEDITATION,33,native_block,PASSION24.HOUR.17.P032,"[{""para_id"":""PASSION24.HOUR.17.P032"",""start"":0,""end"":301,""text"":""Ô ma Vie, je ne peux supporter de Te voir dans un tel état. L’attirance de ton Amour m’amène à Te regarder quand même, afin que je comprenne bien tes Souffrances. À travers mes larmes et mes soupirs d’amour, je Te contemple. Mon Jésus, Tu es presque nu. Au lieu de tes vêtements, Tu es revêtu de Sang.""}]",False,False,NATIVE_BLOCK_START,"Ô ma Vie, je ne peux supporter de Te voir dans un tel état. L’attirance de ton Amour m’amène à Te regarder quand même, afin que je comprenne bien tes Souffrances. À travers mes larmes et mes soupirs d’amour, je Te contemple. Mon Jésus, Tu es presque nu. Au lieu de tes vêtements, Tu es revêtu de Sang.",e1bb6d11b6002585e892db0f2c6c723eeeb161f1f498f8c2f27ecd7a8aa167a3
HOUR_17_MEDITATION,34,native_block,PASSION24.HOUR.17.P033,"[{""para_id"":""PASSION24.HOUR.17.P033"",""start"":0,""end"":355,""text"":""Tes Chairs sont déchirées, tes Os sont dénudés, et ton Visage infiniment saint est méconnaissable. Les épines enfoncées dans ta Tête T’arrivent jusqu’aux Yeux et au Visage. Ton Sang précieux s’écoule jusqu’à terre. Mon Jésus, je ne Te reconnais plus. Comme Tu es mal en point ! Tu es parvenu aux excès les plus profonds des humiliations et des tourments !""}]",False,False,NATIVE_BLOCK_START,"Tes Chairs sont déchirées, tes Os sont dénudés, et ton Visage infiniment saint est méconnaissable. Les épines enfoncées dans ta Tête T’arrivent jusqu’aux Yeux et au Visage. Ton Sang précieux s’écoule jusqu’à terre. Mon Jésus, je ne Te reconnais plus. Comme Tu es mal en point ! Tu es parvenu aux excès les plus profonds des humiliations et des tourments !",b5f1ab8c75c228236f6988005e373064986c62cb8cdd115e4c17a52ed63ede82
HOUR_17_MEDITATION,35,native_block,PASSION24.HOUR.17.P034,"[{""para_id"":""PASSION24.HOUR.17.P034"",""start"":0,""end"":171,""text"":""Je ne peux plus supporter cette vue si pénible. Je me sens mourir ! Je voudrais Te soustraire de la présence de Pilate pour T’enfermer dans mon cœur et Te donner du repos.""}]",False,False,NATIVE_BLOCK_START,Je ne peux plus supporter cette vue si pénible. Je me sens mourir ! Je voudrais Te soustraire de la présence de Pilate pour T’enfermer dans mon cœur et Te donner du repos.,22def21b225d3fdc9e15a9ebf02797266abb3370cadc651f5b71a1e141cdc944
HOUR_17_MEDITATION,36,native_block,PASSION24.HOUR.17.P035,"[{""para_id"":""PASSION24.HOUR.17.P035"",""start"":0,""end"":255,""text"":""Je voudrais guérir tes Plaies par mon amour. Je voudrais inonder de ton Sang le monde entier pour atteindre toutes les âmes et Te les amener comme tes conquêtes ! Ô patient Jésus, c’est avec difficulté qu’à travers les épines Tu me regardes et Tu me dis :""}]",False,False,NATIVE_BLOCK_START,"Je voudrais guérir tes Plaies par mon amour. Je voudrais inonder de ton Sang le monde entier pour atteindre toutes les âmes et Te les amener comme tes conquêtes ! Ô patient Jésus, c’est avec difficulté qu’à travers les épines Tu me regardes et Tu me dis :",ee0ed172e279ae9ec122532760da76964649e9ef7909631f141f5ac39fb1da25
HOUR_17_MEDITATION,37,native_block,PASSION24.HOUR.17.P037,"[{""para_id"":""PASSION24.HOUR.17.P037"",""start"":0,""end"":128,""text"":""« Mon enfant, viens entre mes Bras, appuie ta tête sur ma Poitrine. Tu percevras des Souffrances plus intenses et plus cruelles.""}]",False,False,NATIVE_BLOCK_START,"« Mon enfant, viens entre mes Bras, appuie ta tête sur ma Poitrine. Tu percevras des Souffrances plus intenses et plus cruelles.",56b41fa05b463c257d4725f8801ee95a4b38e06672905f392435cb6592817ff3
HOUR_17_MEDITATION,38,native_block,PASSION24.HOUR.17.P038,"[{""para_id"":""PASSION24.HOUR.17.P038"",""start"":0,""end"":92,""text"":""Car ce que tu vois à l’extérieur de mon Humanité n’est que l’écho de mes Peines intérieures.""}]",False,False,NATIVE_BLOCK_START,Car ce que tu vois à l’extérieur de mon Humanité n’est que l’écho de mes Peines intérieures.,190c1c2e1820c44a7f22ef2e2bcad276225071cdc9800db2a48e168192b02ac7
HOUR_17_MEDITATION,39,native_block,PASSION24.HOUR.17.P039,"[{""para_id"":""PASSION24.HOUR.17.P039"",""start"":0,""end"":42,""text"":""Prête attention aux Battements de mon Cœur""}]",False,False,NATIVE_BLOCK_START,Prête attention aux Battements de mon Cœur,2c2c09524ca18c8bb6215f5a9574358c1fe68db00b850a20396bf498edf9b375
HOUR_17_MEDITATION,40,native_block,PASSION24.HOUR.17.P040,"[{""para_id"":""PASSION24.HOUR.17.P040"",""start"":0,""end"":396,""text"":""Tu comprendras que Je répare les injustices de ceux qui commandent, les oppressions qu’ils exercent sur les pauvres et les innocents, leur orgueil qui, pour obtenir des dignités, des fonctions ou la richesse, ne se gêne pas de désobéir aux lois élémentaires de leur conscience et d’écorcher leur prochain, fermant leurs yeux à la Lumière de la Vérité. Par ces épines, Je veux briser leur orgueil.""}]",False,False,NATIVE_BLOCK_START,"Tu comprendras que Je répare les injustices de ceux qui commandent, les oppressions qu’ils exercent sur les pauvres et les innocents, leur orgueil qui, pour obtenir des dignités, des fonctions ou la richesse, ne se gêne pas de désobéir aux lois élémentaires de leur conscience et d’écorcher leur prochain, fermant leurs yeux à la Lumière de la Vérité. Par ces épines, Je veux briser leur orgueil.",8cd4d7b64ef95700711eeb9f9162a767dc5a08c1ba29ff3a53f007f5aa43ef70
HOUR_17_MEDITATION,41,native_block,PASSION24.HOUR.17.P041,"[{""para_id"":""PASSION24.HOUR.17.P041"",""start"":0,""end"":148,""text"":""Par les trous qu’elles font dans ma Tête, Je veux Me frayer un chemin dans leur intelligence, pour tout y réorganiser selon la Lumière de la Vérité.""}]",False,False,NATIVE_BLOCK_START,"Par les trous qu’elles font dans ma Tête, Je veux Me frayer un chemin dans leur intelligence, pour tout y réorganiser selon la Lumière de la Vérité.",0b03954758dabe7b3e16c0828cc5dca562032f622d7db1676448ce07c2864701
HOUR_17_MEDITATION,42,native_block,PASSION24.HOUR.17.P042,"[{""para_id"":""PASSION24.HOUR.17.P042"",""start"":0,""end"":144,""text"":""En étant ainsi humilié devant ce juge injuste, Je veux faire comprendre à tous que la seule vertu est celle qui rend l’homme maître de lui-même.""}]",False,False,NATIVE_BLOCK_START,"En étant ainsi humilié devant ce juge injuste, Je veux faire comprendre à tous que la seule vertu est celle qui rend l’homme maître de lui-même.",05d1ec0420128ccb339e0e68ab5a0441c73f0affd5a838b4e063c3bb6aac252f
HOUR_17_MEDITATION,43,native_block,PASSION24.HOUR.17.P044,"[{""para_id"":""PASSION24.HOUR.17.P044"",""start"":0,""end"":293,""text"":""Et J’enseigne à ceux qui commandent que seule la vertu, unie à un juste savoir, rend digne et capable de gouverner et de diriger les autres, tandis que toute dignité dépourvue de vertu est dangereuse et déplorable. Mon enfant, fais écho à mes Réparations et continue à contempler mes Peines. »""}]",False,False,NATIVE_BLOCK_START,"Et J’enseigne à ceux qui commandent que seule la vertu, unie à un juste savoir, rend digne et capable de gouverner et de diriger les autres, tandis que toute dignité dépourvue de vertu est dangereuse et déplorable. Mon enfant, fais écho à mes Réparations et continue à contempler mes Peines. »",ed381e6e966acab69cfadaa5eb3796bbe511112f56942fab92b3f46cf490896a
HOUR_17_MEDITATION,44,native_block,PASSION24.HOUR.17.P044,"[{""para_id"":""PASSION24.HOUR.17.P044"",""start"":293,""end"":362,""text"":"" Mon Amour, je vois que, Te voyant si mal en point, Pilate frissonne.""}]",False,True,V101101_SPEECH_END,"Mon Amour, je vois que, Te voyant si mal en point, Pilate frissonne.",a9c7842383ac84ea22ee29cd8c5f3a4752173cfeeb90ee004845227b22df3ee3
HOUR_17_MEDITATION,45,native_block,PASSION24.HOUR.17.P045,"[{""para_id"":""PASSION24.HOUR.17.P045"",""start"":0,""end"":182,""text"":""Impressionné, il s’exclame : « Est-il possible qu’il y ait tant de cruauté dans des poitrines humaines ? Ah ! ce n’était pas ce que je voulais quand je L’ai condamné à être battu ! »""}]",False,False,NATIVE_BLOCK_START,"Impressionné, il s’exclame : « Est-il possible qu’il y ait tant de cruauté dans des poitrines humaines ? Ah ! ce n’était pas ce que je voulais quand je L’ai condamné à être battu ! »",6d01b3f721a66ce32465380fc48384bb4c789dc3327bfddeb653f696cccd69d1
HOUR_17_MEDITATION,46,native_block,PASSION24.HOUR.17.P046,"[{""para_id"":""PASSION24.HOUR.17.P046"",""start"":0,""end"":185,""text"":""Il veut Te libérer d’entre les mains de tes ennemis. Tout humble et en détournant de Toi son regard, car il ne peut supporter la vue de ton horrible état, il recommence à T’interroger :""}]",False,False,NATIVE_BLOCK_START,"Il veut Te libérer d’entre les mains de tes ennemis. Tout humble et en détournant de Toi son regard, car il ne peut supporter la vue de ton horrible état, il recommence à T’interroger :",f0e396583cb07d1be1754342dd2d0b9ceb373a809e76c61a37e60d6013e41eee
HOUR_17_MEDITATION,47,native_block,PASSION24.HOUR.17.P047,"[{""para_id"":""PASSION24.HOUR.17.P047"",""start"":0,""end"":252,""text"":""« Mais dis-moi, qu’as-Tu fait ? Ton peuple T’a remis entre mes mains : dis-moi, es-Tu roi ? Quel est ton royaume ? » Comme Tu ne réponds pas à ses questions, Pilate ajoute : « Ne sais-Tu pas qu’il est en mon pouvoir de Te libérer ou de Te condamner ? »""}]",False,False,NATIVE_BLOCK_START,"« Mais dis-moi, qu’as-Tu fait ? Ton peuple T’a remis entre mes mains : dis-moi, es-Tu roi ? Quel est ton royaume ? » Comme Tu ne réponds pas à ses questions, Pilate ajoute : « Ne sais-Tu pas qu’il est en mon pouvoir de Te libérer ou de Te condamner ? »",422c2edb91b311c86621eacbb4b0d6d2c39ea5423af2d71cbdbf46444f57e26a
HOUR_17_MEDITATION,48,native_block,PASSION24.HOUR.17.P048,"[{""para_id"":""PASSION24.HOUR.17.P048"",""start"":0,""end"":272,""text"":""Alors, mon Amour, Tu veux faire resplendir dans l’intelligence de Pilate la Lumière de ta Vérité, et Tu réponds : « Tu n’aurais sur Moi aucun pouvoir s’il ne te venait d’en haut. Cependant, ceux qui M’ont remis entre tes mains ont commis un péché plus grave que le tien. »""}]",False,False,NATIVE_BLOCK_START,"Alors, mon Amour, Tu veux faire resplendir dans l’intelligence de Pilate la Lumière de ta Vérité, et Tu réponds : « Tu n’aurais sur Moi aucun pouvoir s’il ne te venait d’en haut. Cependant, ceux qui M’ont remis entre tes mains ont commis un péché plus grave que le tien. »",6af082cb7caaf289856bc46e91e231f83d3aaad30edba6746fa811b58a3fc247
HOUR_17_MEDITATION,49,native_block,PASSION24.HOUR.17.P049,"[{""para_id"":""PASSION24.HOUR.17.P049"",""start"":0,""end"":38,""text"":""Jésus est présenté comme « Ecce Homo »""}]",False,False,NATIVE_BLOCK_START,Jésus est présenté comme « Ecce Homo »,12886199af3095da654c92bff1e34523f634e9e5db723f491f1fa4cacc48ad3b
